[04:07:01] [INFO] Loaded 45 subdomains, 52 directories, 96 parameters
[04:07:01] [INFO] Initialized 9 attack patterns
[04:07:01] [INFO] ╔══════════════════════════════════════════════════════════════════╗
[04:07:01] [INFO] ║  🚀 VANGUARD SECURITY SCANNER v2.0 - ENTERPRISE EDITION           ║
[04:07:01] [INFO] ║  🔍 COMPREHENSIVE VULNERABILITY ASSESSMENT PLATFORM              ║
[04:07:01] [INFO] ║  ⚡ MAX CONCURRENT REQUESTS: 30                                ║
[04:07:01] [INFO] ║  🎯 CONFIDENCE THRESHOLD: 75%                                 ║
[04:07:01] [INFO] ╚══════════════════════════════════════════════════════════════════╝
[04:07:29] [INFO] ╔══════════════════════════════════════════════════════════════════╗
[04:07:29] [INFO] ║  🚀 VANGUARD SCAN INITIATED: https://le.ac.uk/                            ║
[04:07:29] [INFO] ║  📊 MAX CRAWL DEPTH: 10                                           ║
[04:07:29] [INFO] ║  ⚡ MAX CONCURRENT: 30                                          ║
[04:07:29] [INFO] ╚══════════════════════════════════════════════════════════════════╝
[04:07:29] [PHASE: Reconnaissance] Starting reconnaissance phase
[04:07:29] [INFO] Enumerating subdomains...
[04:07:34] [DEBUG] Found subdomain: shop.le.ac.uk (HTTP)
[04:07:35] [DEBUG] Found subdomain: shop.le.ac.uk (HTTPS)
[04:07:35] [DEBUG] Found subdomain: www.le.ac.uk (HTTP)
[04:07:35] [DEBUG] Found subdomain: www.le.ac.uk (HTTPS)
[04:07:37] [DEBUG] Found subdomain: webmail.le.ac.uk (HTTP)
[04:07:39] [DEBUG] Found subdomain: webmail.le.ac.uk (HTTPS)
[04:07:51] [INFO] Discovered 6 subdomains
[04:07:51] [INFO] Performing port scan...
[04:07:52] [DEBUG] Open port: le.ac.uk:80
[04:08:13] [DEBUG] Open port: le.ac.uk:443
[04:08:55] [INFO] Found 2 open ports
[04:08:55] [INFO] Detecting technologies...
[04:08:56] [INFO] Technologies detected: React, ASP.NET, Java, Vue.js, Angular
[04:08:56] [INFO] Brute forcing directories...
[04:08:58] [DEBUG] Found directory: https://le.ac.uk/media (OK)
[04:08:59] [DEBUG] Found directory: https://le.ac.uk/modules (OK)
[04:08:59] [DEBUG] Found directory: https://le.ac.uk/library (OK)
[04:08:59] [INFO] Discovered 3 directories
[04:08:59] [SUCCESS] Reconnaissance complete. Found 9 initial targets
[04:08:59] [PHASE: Discovery] Starting discovery phase
[04:09:00] [INFO] Discovered 0 API endpoints
[04:09:03] [DEBUG] Found sitemap: https://le.ac.uk/sitemap.xml
[04:09:05] [DEBUG] Found robots.txt: https://le.ac.uk/robots.txt
[04:09:08] [INFO] Discovered 0 common files
[04:09:19] [DEBUG] Discovered parameter: test on https://le.ac.uk/sitemap.xml
[04:09:19] [DEBUG] Discovered parameter: xsrf on http://webmail.le.ac.uk
[04:09:19] [DEBUG] Discovered parameter: state on http://shop.le.ac.uk
[04:09:19] [DEBUG] Discovered parameter: admin on https://le.ac.uk/sitemap.xml
[04:09:19] [DEBUG] Found 50 parameters on https://le.ac.uk/sitemap.xml
[04:09:19] [DEBUG] Discovered parameter: callback on https://webmail.le.ac.uk
[04:09:19] [DEBUG] Discovered parameter: phone on http://www.le.ac.uk
[04:09:19] [DEBUG] Discovered parameter: key on https://shop.le.ac.uk
[04:09:19] [DEBUG] Discovered parameter: action on https://webmail.le.ac.uk
[04:09:19] [DEBUG] Discovered parameter: xsrf_token on http://webmail.le.ac.uk
[04:09:19] [DEBUG] Discovered parameter: country on https://le.ac.uk/website.xml
[04:09:19] [DEBUG] Discovered parameter: method on https://webmail.le.ac.uk
[04:09:19] [DEBUG] Discovered parameter: mail on https://le.ac.uk/media
[04:09:19] [DEBUG] Discovered parameter: jwt on http://webmail.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: zip on http://shop.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: type on https://webmail.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: secret on https://shop.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: phone on https://le.ac.uk/media
[04:09:20] [DEBUG] Discovered parameter: mode on https://webmail.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: bearer on http://webmail.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: token on https://le.ac.uk/website.xml
[04:09:20] [DEBUG] Discovered parameter: status on https://webmail.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: apikey on https://shop.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: file on http://webmail.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: apikey on https://le.ac.uk/modules
[04:09:20] [DEBUG] Discovered parameter: error on https://webmail.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: country on http://shop.le.ac.uk
[04:09:20] [DEBUG] Discovered parameter: auth on https://le.ac.uk/website.xml
[04:09:20] [DEBUG] Discovered parameter: mobile on http://www.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: filename on http://webmail.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: msg on https://webmail.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: api_key on https://shop.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: message on https://webmail.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: path on http://webmail.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: debug on https://webmail.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: lastname on https://le.ac.uk/library
[04:09:21] [DEBUG] Discovered parameter: session on https://le.ac.uk/website.xml
[04:09:21] [DEBUG] Discovered parameter: auth on http://shop.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: access_token on https://shop.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: test on https://webmail.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: url on http://webmail.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: city on https://le.ac.uk/library
[04:09:21] [DEBUG] Discovered parameter: admin on https://webmail.le.ac.uk
[04:09:21] [DEBUG] Found 52 parameters on https://webmail.le.ac.uk
[04:09:21] [DEBUG] Discovered parameter: uri on http://webmail.le.ac.uk
[04:09:22] [DEBUG] Discovered parameter: firstname on http://www.le.ac.uk
[04:09:22] [DEBUG] Discovered parameter: key on https://le.ac.uk/website.xml
[04:09:22] [DEBUG] Discovered parameter: refresh_token on https://shop.le.ac.uk
[04:09:22] [DEBUG] Discovered parameter: session on http://shop.le.ac.uk
[04:09:22] [DEBUG] Discovered parameter: redirect on http://webmail.le.ac.uk
[04:09:22] [DEBUG] Discovered parameter: state on https://le.ac.uk/library
[04:09:22] [DEBUG] Discovered parameter: secret on https://le.ac.uk/website.xml
[04:09:22] [DEBUG] Discovered parameter: return on http://webmail.le.ac.uk
[04:09:22] [DEBUG] Discovered parameter: csrf on https://shop.le.ac.uk
[04:09:22] [DEBUG] Discovered parameter: zip on https://le.ac.uk/library
[04:09:22] [DEBUG] Discovered parameter: key on http://shop.le.ac.uk
[04:09:23] [DEBUG] Discovered parameter: lastname on https://www.le.ac.uk
[04:09:23] [DEBUG] Discovered parameter: apikey on https://le.ac.uk/website.xml
[04:09:23] [DEBUG] Discovered parameter: callback on http://webmail.le.ac.uk
[04:09:23] [DEBUG] Discovered parameter: csrf_token on https://shop.le.ac.uk
[04:09:23] [DEBUG] Discovered parameter: city on https://www.le.ac.uk
[04:09:23] [DEBUG] Discovered parameter: action on http://webmail.le.ac.uk
[04:09:23] [DEBUG] Discovered parameter: secret on http://shop.le.ac.uk
[04:09:23] [DEBUG] Discovered parameter: api_key on https://le.ac.uk/website.xml
[04:09:23] [DEBUG] Discovered parameter: xsrf on https://shop.le.ac.uk
[04:09:23] [DEBUG] Discovered parameter: method on http://webmail.le.ac.uk
[04:09:23] [DEBUG] Discovered parameter: state on https://www.le.ac.uk
[04:09:24] [DEBUG] Discovered parameter: mobile on https://le.ac.uk/media
[04:09:24] [DEBUG] Discovered parameter: type on http://webmail.le.ac.uk
[04:09:24] [DEBUG] Discovered parameter: access_token on https://le.ac.uk/website.xml
[04:09:24] [DEBUG] Discovered parameter: xsrf_token on https://shop.le.ac.uk
[04:09:24] [DEBUG] Discovered parameter: zip on https://www.le.ac.uk
[04:09:24] [DEBUG] Discovered parameter: apikey on http://shop.le.ac.uk
[04:09:24] [DEBUG] Discovered parameter: mode on http://webmail.le.ac.uk
[04:09:24] [DEBUG] Discovered parameter: country on https://le.ac.uk/library
[04:09:24] [DEBUG] Discovered parameter: refresh_token on https://le.ac.uk/website.xml
[04:09:24] [DEBUG] Discovered parameter: country on https://www.le.ac.uk
[04:09:24] [DEBUG] Discovered parameter: jwt on https://shop.le.ac.uk
[04:09:24] [DEBUG] Discovered parameter: status on http://webmail.le.ac.uk
[04:09:25] [DEBUG] Discovered parameter: api_key on https://le.ac.uk/modules
[04:09:25] [DEBUG] Discovered parameter: api_key on http://shop.le.ac.uk
[04:09:25] [DEBUG] Discovered parameter: error on http://webmail.le.ac.uk
[04:09:25] [DEBUG] Discovered parameter: lastname on http://www.le.ac.uk
[04:09:25] [DEBUG] Discovered parameter: bearer on https://shop.le.ac.uk
[04:09:25] [DEBUG] Discovered parameter: msg on http://webmail.le.ac.uk
[04:09:25] [DEBUG] Discovered parameter: csrf on https://le.ac.uk/website.xml
[04:09:25] [DEBUG] Discovered parameter: city on http://www.le.ac.uk
[04:09:25] [DEBUG] Discovered parameter: message on http://webmail.le.ac.uk
[04:09:25] [DEBUG] Discovered parameter: access_token on http://shop.le.ac.uk
[04:09:25] [DEBUG] Discovered parameter: file on https://shop.le.ac.uk
[04:09:26] [DEBUG] Discovered parameter: csrf_token on https://le.ac.uk/website.xml
[04:09:26] [DEBUG] Discovered parameter: debug on http://webmail.le.ac.uk
[04:09:26] [DEBUG] Discovered parameter: state on http://www.le.ac.uk
[04:09:26] [DEBUG] Discovered parameter: filename on https://shop.le.ac.uk
[04:09:26] [DEBUG] Discovered parameter: test on http://webmail.le.ac.uk
[04:09:26] [DEBUG] Discovered parameter: xsrf on https://le.ac.uk/website.xml
[04:09:26] [DEBUG] Discovered parameter: refresh_token on http://shop.le.ac.uk
[04:09:26] [DEBUG] Discovered parameter: admin on http://webmail.le.ac.uk
[04:09:26] [DEBUG] Found 52 parameters on http://webmail.le.ac.uk
[04:09:27] [DEBUG] Discovered parameter: zip on http://www.le.ac.uk
[04:09:27] [DEBUG] Discovered parameter: url on https://shop.le.ac.uk
[04:09:27] [DEBUG] Discovered parameter: xsrf_token on https://le.ac.uk/website.xml
[04:09:27] [DEBUG] Discovered parameter: access_token on https://le.ac.uk/modules
[04:09:27] [DEBUG] Discovered parameter: csrf on http://shop.le.ac.uk
[04:09:27] [DEBUG] Discovered parameter: country on http://www.le.ac.uk
[04:09:27] [DEBUG] Discovered parameter: jwt on https://le.ac.uk/website.xml
[04:09:27] [DEBUG] Discovered parameter: uri on https://shop.le.ac.uk
[04:09:27] [DEBUG] Discovered parameter: token on https://www.le.ac.uk
[04:09:28] [DEBUG] Discovered parameter: token on https://le.ac.uk/library
[04:09:28] [DEBUG] Discovered parameter: csrf_token on http://shop.le.ac.uk
[04:09:28] [DEBUG] Discovered parameter: auth on https://www.le.ac.uk
[04:09:28] [DEBUG] Discovered parameter: redirect on https://shop.le.ac.uk
[04:09:28] [DEBUG] Discovered parameter: bearer on https://le.ac.uk/website.xml
[04:09:28] [DEBUG] Discovered parameter: firstname on https://le.ac.uk/media
[04:09:28] [DEBUG] Discovered parameter: auth on https://le.ac.uk/library
[04:09:28] [DEBUG] Discovered parameter: return on https://shop.le.ac.uk
[04:09:28] [DEBUG] Discovered parameter: xsrf on http://shop.le.ac.uk
[04:09:28] [DEBUG] Discovered parameter: file on https://le.ac.uk/website.xml
[04:09:29] [DEBUG] Discovered parameter: token on http://www.le.ac.uk
[04:09:29] [DEBUG] Discovered parameter: callback on https://shop.le.ac.uk
[04:09:29] [DEBUG] Discovered parameter: lastname on https://le.ac.uk/media
[04:09:29] [DEBUG] Discovered parameter: filename on https://le.ac.uk/website.xml
[04:09:29] [DEBUG] Discovered parameter: xsrf_token on http://shop.le.ac.uk
[04:09:29] [DEBUG] Discovered parameter: session on https://le.ac.uk/library
[04:09:29] [DEBUG] Discovered parameter: action on https://shop.le.ac.uk
[04:09:29] [DEBUG] Discovered parameter: path on https://le.ac.uk/website.xml
[04:09:30] [DEBUG] Discovered parameter: key on https://le.ac.uk/library
[04:09:30] [DEBUG] Discovered parameter: jwt on http://shop.le.ac.uk
[04:09:30] [DEBUG] Discovered parameter: method on https://shop.le.ac.uk
[04:09:30] [DEBUG] Discovered parameter: secret on https://le.ac.uk/library
[04:09:30] [DEBUG] Discovered parameter: url on https://le.ac.uk/website.xml
[04:09:30] [DEBUG] Discovered parameter: refresh_token on https://le.ac.uk/modules
[04:09:30] [DEBUG] Discovered parameter: type on https://shop.le.ac.uk
[04:09:30] [DEBUG] Discovered parameter: csrf on https://le.ac.uk/modules
[04:09:31] [DEBUG] Discovered parameter: bearer on http://shop.le.ac.uk
[04:09:31] [DEBUG] Discovered parameter: uri on https://le.ac.uk/website.xml
[04:09:31] [DEBUG] Discovered parameter: city on https://le.ac.uk/media
[04:09:31] [DEBUG] Discovered parameter: mode on https://shop.le.ac.uk
[04:09:31] [DEBUG] Discovered parameter: state on https://le.ac.uk/media
[04:09:31] [DEBUG] Discovered parameter: redirect on https://le.ac.uk/website.xml
[04:09:31] [DEBUG] Discovered parameter: apikey on https://le.ac.uk/library
[04:09:31] [DEBUG] Discovered parameter: file on http://shop.le.ac.uk
[04:09:31] [DEBUG] Discovered parameter: status on https://shop.le.ac.uk
[04:09:31] [DEBUG] Discovered parameter: api_key on https://le.ac.uk/library
[04:09:32] [DEBUG] Discovered parameter: return on https://le.ac.uk/website.xml
[04:09:32] [DEBUG] Discovered parameter: zip on https://le.ac.uk/media
[04:09:32] [DEBUG] Discovered parameter: error on https://shop.le.ac.uk
[04:09:32] [DEBUG] Discovered parameter: country on https://le.ac.uk/media
[04:09:32] [DEBUG] Discovered parameter: filename on http://shop.le.ac.uk
[04:09:32] [DEBUG] Discovered parameter: msg on https://shop.le.ac.uk
[04:09:32] [DEBUG] Discovered parameter: csrf_token on https://le.ac.uk/modules
[04:09:32] [DEBUG] Discovered parameter: callback on https://le.ac.uk/website.xml
[04:09:33] [DEBUG] Discovered parameter: xsrf on https://le.ac.uk/modules
[04:09:33] [DEBUG] Discovered parameter: message on https://shop.le.ac.uk
[04:09:33] [DEBUG] Discovered parameter: xsrf_token on https://le.ac.uk/modules
[04:09:33] [DEBUG] Discovered parameter: action on https://le.ac.uk/website.xml
[04:09:33] [DEBUG] Discovered parameter: jwt on https://le.ac.uk/modules
[04:09:33] [DEBUG] Discovered parameter: url on http://shop.le.ac.uk
[04:09:33] [DEBUG] Discovered parameter: debug on https://shop.le.ac.uk
[04:09:33] [DEBUG] Discovered parameter: method on https://le.ac.uk/website.xml
[04:09:33] [DEBUG] Discovered parameter: bearer on https://le.ac.uk/modules
[04:09:34] [DEBUG] Discovered parameter: session on https://www.le.ac.uk
[04:09:34] [DEBUG] Discovered parameter: test on https://shop.le.ac.uk
[04:09:34] [DEBUG] Discovered parameter: uri on http://shop.le.ac.uk
[04:09:34] [DEBUG] Discovered parameter: type on https://le.ac.uk/website.xml
[04:09:34] [DEBUG] Discovered parameter: key on https://www.le.ac.uk
[04:09:34] [DEBUG] Discovered parameter: auth on http://www.le.ac.uk
[04:09:34] [DEBUG] Discovered parameter: admin on https://shop.le.ac.uk
[04:09:34] [DEBUG] Found 64 parameters on https://shop.le.ac.uk
[04:09:35] [DEBUG] Discovered parameter: secret on https://www.le.ac.uk
[04:09:35] [DEBUG] Discovered parameter: mode on https://le.ac.uk/website.xml
[04:09:35] [DEBUG] Discovered parameter: redirect on http://shop.le.ac.uk
[04:09:35] [DEBUG] Discovered parameter: token on https://le.ac.uk/media
[04:09:35] [DEBUG] Discovered parameter: apikey on https://www.le.ac.uk
[04:09:35] [DEBUG] Discovered parameter: status on https://le.ac.uk/website.xml
[04:09:35] [DEBUG] Discovered parameter: access_token on https://le.ac.uk/library
[04:09:35] [DEBUG] Discovered parameter: return on http://shop.le.ac.uk
[04:09:36] [DEBUG] Discovered parameter: auth on https://le.ac.uk/media
[04:09:36] [DEBUG] Discovered parameter: error on https://le.ac.uk/website.xml
[04:09:36] [DEBUG] Discovered parameter: file on https://le.ac.uk/modules
[04:09:36] [DEBUG] Found 1 parameters on https://le.ac.uk/tagmanagertest
[04:09:36] [DEBUG] Discovered parameter: filename on https://le.ac.uk/modules
[04:09:36] [DEBUG] Discovered parameter: callback on http://shop.le.ac.uk
[04:09:36] [DEBUG] Discovered parameter: msg on https://le.ac.uk/website.xml
[04:09:36] [DEBUG] Discovered parameter: session on https://le.ac.uk/media
[04:09:37] [DEBUG] Discovered parameter: key on https://le.ac.uk/media
[04:09:37] [DEBUG] Discovered parameter: path on https://le.ac.uk/modules
[04:09:37] [DEBUG] Discovered parameter: action on http://shop.le.ac.uk
[04:09:37] [DEBUG] Discovered parameter: message on https://le.ac.uk/website.xml
[04:09:37] [DEBUG] Found 1 parameters on https://le.ac.uk/regression-testing-area
[04:09:37] [DEBUG] Discovered parameter: secret on https://le.ac.uk/media
[04:09:37] [DEBUG] Discovered parameter: uri on https://le.ac.uk/modules
[04:09:37] [DEBUG] Discovered parameter: apikey on https://le.ac.uk/media
[04:09:37] [DEBUG] Discovered parameter: redirect on https://le.ac.uk/modules
[04:09:37] [DEBUG] Discovered parameter: debug on https://le.ac.uk/website.xml
[04:09:37] [DEBUG] Discovered parameter: api_key on https://le.ac.uk/media
[04:09:38] [DEBUG] Discovered parameter: method on http://shop.le.ac.uk
[04:09:38] [DEBUG] Discovered parameter: access_token on https://le.ac.uk/media
[04:09:38] [DEBUG] Discovered parameter: session on http://www.le.ac.uk
[04:09:38] [DEBUG] Discovered parameter: test on https://le.ac.uk/website.xml
[04:09:38] [DEBUG] Discovered parameter: return on https://le.ac.uk/modules
[04:09:38] [DEBUG] Discovered parameter: callback on https://le.ac.uk/modules
[04:09:38] [DEBUG] Discovered parameter: type on http://shop.le.ac.uk
[04:09:38] [DEBUG] Discovered parameter: admin on https://le.ac.uk/website.xml
[04:09:38] [DEBUG] Found 50 parameters on https://le.ac.uk/website.xml
[04:09:39] [DEBUG] Discovered parameter: refresh_token on https://le.ac.uk/media
[04:09:39] [DEBUG] Discovered parameter: csrf on https://le.ac.uk/media
[04:09:39] [DEBUG] Discovered parameter: key on http://www.le.ac.uk
[04:09:39] [DEBUG] Discovered parameter: csrf_token on https://le.ac.uk/media
[04:09:39] [DEBUG] Discovered parameter: mode on http://shop.le.ac.uk
[04:09:39] [DEBUG] Discovered parameter: xsrf on https://le.ac.uk/media
[04:09:40] [DEBUG] Discovered parameter: action on https://le.ac.uk/modules
[04:09:40] [DEBUG] Discovered parameter: xsrf_token on https://le.ac.uk/media
[04:09:40] [DEBUG] Discovered parameter: method on https://le.ac.uk/modules
[04:09:40] [DEBUG] Discovered parameter: status on http://shop.le.ac.uk
[04:09:40] [DEBUG] Discovered parameter: api_key on https://www.le.ac.uk
[04:09:40] [DEBUG] Discovered parameter: type on https://le.ac.uk/modules
[04:09:40] [DEBUG] Discovered parameter: mode on https://le.ac.uk/modules
[04:09:40] [DEBUG] Discovered parameter: jwt on https://le.ac.uk/media
[04:09:41] [DEBUG] Discovered parameter: status on https://le.ac.uk/modules
[04:09:41] [DEBUG] Discovered parameter: error on http://shop.le.ac.uk
[04:09:41] [DEBUG] Discovered parameter: bearer on https://le.ac.uk/media
[04:09:41] [DEBUG] Discovered parameter: error on https://le.ac.uk/modules
[04:09:41] [DEBUG] Discovered parameter: file on https://le.ac.uk/media
[04:09:41] [DEBUG] Discovered parameter: msg on https://le.ac.uk/modules
[04:09:41] [DEBUG] Discovered parameter: filename on https://le.ac.uk/media
[04:09:41] [DEBUG] Discovered parameter: msg on http://shop.le.ac.uk
[04:09:41] [DEBUG] Discovered parameter: secret on http://www.le.ac.uk
[04:09:42] [DEBUG] Discovered parameter: refresh_token on https://le.ac.uk/library
[04:09:42] [DEBUG] Discovered parameter: csrf on https://le.ac.uk/library
[04:09:42] [DEBUG] Discovered parameter: message on http://shop.le.ac.uk
[04:09:42] [DEBUG] Discovered parameter: csrf_token on https://le.ac.uk/library
[04:09:42] [DEBUG] Discovered parameter: apikey on http://www.le.ac.uk
[04:09:43] [DEBUG] Discovered parameter: debug on http://shop.le.ac.uk
[04:09:43] [DEBUG] Discovered parameter: api_key on http://www.le.ac.uk
[04:09:44] [DEBUG] Discovered parameter: access_token on http://www.le.ac.uk
[04:09:44] [DEBUG] Discovered parameter: test on http://shop.le.ac.uk
[04:09:44] [DEBUG] Discovered parameter: refresh_token on http://www.le.ac.uk
[04:09:44] [DEBUG] Discovered parameter: admin on http://shop.le.ac.uk
[04:09:44] [DEBUG] Found 64 parameters on http://shop.le.ac.uk
[04:09:44] [DEBUG] Discovered parameter: csrf on http://www.le.ac.uk
[04:09:45] [DEBUG] Discovered parameter: xsrf on https://le.ac.uk/library
[04:09:45] [DEBUG] Discovered parameter: xsrf_token on https://le.ac.uk/library
[04:09:45] [DEBUG] Discovered parameter: message on https://le.ac.uk/modules
[04:09:45] [DEBUG] Discovered parameter: jwt on https://le.ac.uk/library
[04:09:45] [DEBUG] Discovered parameter: debug on https://le.ac.uk/modules
[04:09:45] [DEBUG] Discovered parameter: bearer on https://le.ac.uk/library
[04:09:46] [DEBUG] Discovered parameter: path on https://le.ac.uk/media
[04:09:46] [DEBUG] Discovered parameter: uri on https://le.ac.uk/media
[04:09:46] [DEBUG] Discovered parameter: csrf_token on http://www.le.ac.uk
[04:09:46] [DEBUG] Discovered parameter: redirect on https://le.ac.uk/media
[04:09:47] [DEBUG] Discovered parameter: return on https://le.ac.uk/media
[04:09:47] [DEBUG] Discovered parameter: file on https://le.ac.uk/library
[04:09:47] [DEBUG] Discovered parameter: filename on https://le.ac.uk/library
[04:09:47] [DEBUG] Discovered parameter: callback on https://le.ac.uk/media
[04:09:48] [DEBUG] Discovered parameter: xsrf on http://www.le.ac.uk
[04:09:48] [DEBUG] Discovered parameter: path on https://le.ac.uk/library
[04:09:48] [DEBUG] Discovered parameter: xsrf_token on http://www.le.ac.uk
[04:09:49] [DEBUG] Discovered parameter: jwt on http://www.le.ac.uk
[04:09:49] [DEBUG] Discovered parameter: bearer on http://www.le.ac.uk
[04:09:49] [DEBUG] Discovered parameter: test on https://le.ac.uk/modules
[04:09:49] [DEBUG] Discovered parameter: admin on https://le.ac.uk/modules
[04:09:49] [DEBUG] Found 67 parameters on https://le.ac.uk/modules
[04:09:50] [DEBUG] Discovered parameter: file on http://www.le.ac.uk
[04:09:50] [DEBUG] Discovered parameter: filename on http://www.le.ac.uk
[04:09:51] [DEBUG] Discovered parameter: path on http://www.le.ac.uk
[04:09:51] [DEBUG] Discovered parameter: action on https://le.ac.uk/media
[04:09:51] [DEBUG] Discovered parameter: method on https://le.ac.uk/media
[04:09:52] [DEBUG] Discovered parameter: type on https://le.ac.uk/media
[04:09:52] [DEBUG] Discovered parameter: mode on https://le.ac.uk/media
[04:09:52] [DEBUG] Discovered parameter: uri on http://www.le.ac.uk
[04:09:53] [DEBUG] Discovered parameter: redirect on http://www.le.ac.uk
[04:09:53] [DEBUG] Discovered parameter: return on http://www.le.ac.uk
[04:09:54] [DEBUG] Discovered parameter: callback on http://www.le.ac.uk
[04:09:54] [DEBUG] Discovered parameter: action on http://www.le.ac.uk
[04:09:55] [DEBUG] Discovered parameter: method on http://www.le.ac.uk
[04:09:55] [DEBUG] Discovered parameter: type on http://www.le.ac.uk
[04:09:55] [DEBUG] Discovered parameter: refresh_token on https://www.le.ac.uk
[04:09:56] [DEBUG] Discovered parameter: mode on http://www.le.ac.uk
[04:09:56] [DEBUG] Discovered parameter: csrf on https://www.le.ac.uk
[04:09:56] [DEBUG] Discovered parameter: status on http://www.le.ac.uk
[04:09:56] [DEBUG] Discovered parameter: csrf_token on https://www.le.ac.uk
[04:09:57] [DEBUG] Discovered parameter: error on http://www.le.ac.uk
[04:09:57] [DEBUG] Discovered parameter: msg on http://www.le.ac.uk
[04:09:58] [DEBUG] Discovered parameter: status on https://le.ac.uk/media
[04:09:58] [DEBUG] Discovered parameter: error on https://le.ac.uk/media
[04:09:59] [DEBUG] Discovered parameter: message on http://www.le.ac.uk
[04:09:59] [DEBUG] Discovered parameter: debug on http://www.le.ac.uk
[04:10:00] [DEBUG] Discovered parameter: uri on https://le.ac.uk/library
[04:10:00] [DEBUG] Discovered parameter: redirect on https://le.ac.uk/library
[04:10:00] [DEBUG] Discovered parameter: test on http://www.le.ac.uk
[04:10:01] [DEBUG] Discovered parameter: msg on https://le.ac.uk/media
[04:10:01] [DEBUG] Discovered parameter: message on https://le.ac.uk/media
[04:10:01] [DEBUG] Discovered parameter: admin on http://www.le.ac.uk
[04:10:01] [DEBUG] Found 74 parameters on http://www.le.ac.uk
[04:10:02] [DEBUG] Discovered parameter: return on https://le.ac.uk/library
[04:10:02] [DEBUG] Discovered parameter: callback on https://le.ac.uk/library
[04:10:02] [DEBUG] Discovered parameter: xsrf on https://www.le.ac.uk
[04:10:03] [DEBUG] Discovered parameter: xsrf_token on https://www.le.ac.uk
[04:10:03] [DEBUG] Discovered parameter: debug on https://le.ac.uk/media
[04:10:03] [DEBUG] Discovered parameter: test on https://le.ac.uk/media
[04:10:03] [DEBUG] Discovered parameter: admin on https://le.ac.uk/media
[04:10:03] [DEBUG] Found 75 parameters on https://le.ac.uk/media
[04:10:04] [DEBUG] Discovered parameter: jwt on https://www.le.ac.uk
[04:10:04] [DEBUG] Discovered parameter: action on https://le.ac.uk/library
[04:10:04] [DEBUG] Discovered parameter: method on https://le.ac.uk/library
[04:10:05] [DEBUG] Discovered parameter: type on https://le.ac.uk/library
[04:10:05] [DEBUG] Discovered parameter: mode on https://le.ac.uk/library
[04:10:05] [DEBUG] Discovered parameter: bearer on https://www.le.ac.uk
[04:10:05] [DEBUG] Discovered parameter: file on https://www.le.ac.uk
[04:10:06] [DEBUG] Discovered parameter: status on https://le.ac.uk/library
[04:10:06] [DEBUG] Discovered parameter: filename on https://www.le.ac.uk
[04:10:06] [DEBUG] Discovered parameter: path on https://www.le.ac.uk
[04:10:07] [DEBUG] Discovered parameter: uri on https://www.le.ac.uk
[04:10:07] [DEBUG] Discovered parameter: error on https://le.ac.uk/library
[04:10:07] [DEBUG] Discovered parameter: redirect on https://www.le.ac.uk
[04:10:08] [DEBUG] Discovered parameter: return on https://www.le.ac.uk
[04:10:08] [DEBUG] Discovered parameter: msg on https://le.ac.uk/library
[04:10:08] [DEBUG] Discovered parameter: callback on https://www.le.ac.uk
[04:10:08] [DEBUG] Discovered parameter: action on https://www.le.ac.uk
[04:10:09] [DEBUG] Discovered parameter: method on https://www.le.ac.uk
[04:10:09] [DEBUG] Discovered parameter: message on https://le.ac.uk/library
[04:10:09] [DEBUG] Discovered parameter: type on https://www.le.ac.uk
[04:10:10] [DEBUG] Discovered parameter: mode on https://www.le.ac.uk
[04:10:10] [DEBUG] Discovered parameter: status on https://www.le.ac.uk
[04:10:10] [DEBUG] Discovered parameter: debug on https://le.ac.uk/library
[04:10:11] [DEBUG] Discovered parameter: error on https://www.le.ac.uk
[04:10:11] [DEBUG] Discovered parameter: msg on https://www.le.ac.uk
[04:10:11] [DEBUG] Discovered parameter: test on https://le.ac.uk/library
[04:10:11] [DEBUG] Discovered parameter: message on https://www.le.ac.uk
[04:10:12] [DEBUG] Discovered parameter: debug on https://www.le.ac.uk
[04:10:12] [DEBUG] Discovered parameter: test on https://www.le.ac.uk
[04:10:13] [DEBUG] Discovered parameter: admin on https://www.le.ac.uk
